Techniques,Tarantula,OToThePowerP,BigO,OToThePowerD,Kulczynski1,Kulczynski2,Jaccard,Ochiai,Ample,Ample2,Wong1,Wong2,Wong3,Wong3Dash,GP13,CbiInc,CbiLog,CbiSqrt,SorensenDice,M1,M2,M3,Lee,RogersAndTanimoto,Goodman,SimpleMatching,Hamann,Euclid,Hamming,Rogot1,Rogot2,Binary,Gower1,Gower2,Gower3,AddedValue,Manhattan,Braun,Levandowsky,Simpson,Dice,MutantAt63
Line 1,0.505147563486616,135.021045485404,30,1441.00729927007,0.094313453536755,0.543092522179975,0.086185044359949,0.293572894457151,0.032639852057328,0.020380434782609,136,-1306,131.768,4.232,136.045033112583,0.001607929932089,0.003210697287905,0.003210697287905,0.158693115519253,0.115117891816921,0.044590163934426,0.206467661691542,166,0.054426229508197,-0.682613768961494,0.103233830845771,-0.793532338308458,12.8840987267251,166,0.053079206600747,0.526641369785639,1,-0.793532338308458,0.187147688838782,1,0.086185044359949,0.103233830845771,0.086185044359949,0.086185044359949,1,0.172370088719899,0
Line 2,0.505147563486616,135.021045485404,30,1441.00729927007,0.094313453536755,0.543092522179975,0.086185044359949,0.293572894457151,0.032639852057328,0.020380434782609,136,-1306,131.768,4.232,136.045033112583,0.001607929932089,0.003210697287905,0.003210697287905,0.158693115519253,0.115117891816921,0.044590163934426,0.206467661691542,166,0.054426229508197,-0.682613768961494,0.103233830845771,-0.793532338308458,12.8840987267251,166,0.053079206600747,0.526641369785639,1,-0.793532338308458,0.187147688838782,1,0.086185044359949,0.103233830845771,0.086185044359949,0.086185044359949,1,0.172370088719899,0
Line 3,0.505147563486616,135.021045485404,30,1441.00729927007,0.094313453536755,0.543092522179975,0.086185044359949,0.293572894457151,0.032639852057328,0.020380434782609,136,-1306,131.768,4.232,136.045033112583,0.001607929932089,0.003210697287905,0.003210697287905,0.158693115519253,0.115117891816921,0.044590163934426,0.206467661691542,166,0.054426229508197,-0.682613768961494,0.103233830845771,-0.793532338308458,12.8840987267251,166,0.053079206600747,0.526641369785639,1,-0.793532338308458,0.187147688838782,1,0.086185044359949,0.103233830845771,0.086185044359949,0.086185044359949,1,0.172370088719899,0
Line 4,0.505147563486616,135.021045485404,30,1441.00729927007,0.094313453536755,0.543092522179975,0.086185044359949,0.293572894457151,0.032639852057328,0.020380434782609,136,-1306,131.768,4.232,136.045033112583,0.001607929932089,0.003210697287905,0.003210697287905,0.158693115519253,0.115117891816921,0.044590163934426,0.206467661691542,166,0.054426229508197,-0.682613768961494,0.103233830845771,-0.793532338308458,12.8840987267251,166,0.053079206600747,0.526641369785639,1,-0.793532338308458,0.187147688838782,1,0.086185044359949,0.103233830845771,0.086185044359949,0.086185044359949,1,0.172370088719899,0
Line 5,0.505147563486616,135.021045485404,30,1441.00729927007,0.094313453536755,0.543092522179975,0.086185044359949,0.293572894457151,0.032639852057328,0.020380434782609,136,-1306,131.768,4.232,136.045033112583,0.001607929932089,0.003210697287905,0.003210697287905,0.158693115519253,0.115117891816921,0.044590163934426,0.206467661691542,166,0.054426229508197,-0.682613768961494,0.103233830845771,-0.793532338308458,12.8840987267251,166,0.053079206600747,0.526641369785639,1,-0.793532338308458,0.187147688838782,1,0.086185044359949,0.103233830845771,0.086185044359949,0.086185044359949,1,0.172370088719899,0
Line 6,0.505147563486616,135.021045485404,30,1441.00729927007,0.094313453536755,0.543092522179975,0.086185044359949,0.293572894457151,0.032639852057328,0.020380434782609,136,-1306,131.768,4.232,136.045033112583,0.001607929932089,0.003210697287905,0.003210697287905,0.158693115519253,0.115117891816921,0.044590163934426,0.206467661691542,166,0.054426229508197,-0.682613768961494,0.103233830845771,-0.793532338308458,12.8840987267251,166,0.053079206600747,0.526641369785639,1,-0.793532338308458,0.187147688838782,1,0.086185044359949,0.103233830845771,0.086185044359949,0.086185044359949,1,0.172370088719899,0
Line 7,0.654471544715447,83.6741344195519,-1,479.386861313869,0.157894736842105,0.383291614518148,0.136363636363636,0.303298512169703,0.001075268817204,0.29156010230179,84,-396,80.73,3.27,84.0804597701149,0.064359055784905,0.120144827675113,0.118975051575128,0.24,2.02255639097744,0.039252336448598,1.33830845771144,1076,0.502803738317757,-0.52,0.669154228855721,0.338308457711443,32.8024389337135,1076,0.271606399891757,0.597671960848946,0,0.338308457711443,0.801788375558867,0.539007092198582,0.148936170212766,0.669154228855721,0.148936170212766,0.136363636363636,0.617647058823529,0.272727272727273,0
Line 8,0.654471544715447,83.6741344195519,-1,479.386861313869,0.157894736842105,0.383291614518148,0.136363636363636,0.303298512169703,0.001075268817204,0.29156010230179,84,-396,80.73,3.27,84.0804597701149,0.064359055784905,0.120144827675113,0.118975051575128,0.24,2.02255639097744,0.039252336448598,1.33830845771144,1076,0.502803738317757,-0.52,0.669154228855721,0.338308457711443,32.8024389337135,1076,0.271606399891757,0.597671960848946,0,0.338308457711443,0.801788375558867,0.539007092198582,0.148936170212766,0.669154228855721,0.148936170212766,0.136363636363636,0.617647058823529,0.272727272727273,0
Line 9,0.662466246624662,135.49083503055,722,749.007299270073,0.181333333333333,0.576749435665914,0.153498871331828,0.39178932008393,5.17082179132041E-05,0.490489130434783,136,-614,132.46,3.53999999999999,136.083129584352,0.068921756903968,0.128955662954402,0.128955662954402,0.26614481409002,1.144,0.057675996607294,1.06716417910448,858,0.363867684478371,-0.467710371819961,0.533582089552239,0.067164179104478,29.2916370317536,858,0.241289089266643,0.660997000441653,1,0.067164179104478,0.695863746958637,1,0.153498871331828,0.533582089552239,0.153498871331828,0.153498871331828,1,0.306997742663657,0
Line 10,0.662466246624662,135.49083503055,722,749.007299270073,0.181333333333333,0.576749435665914,0.153498871331828,0.39178932008393,5.17082179132041E-05,0.490489130434783,136,-614,132.46,3.53999999999999,136.083129584352,0.068921756903968,0.128955662954402,0.128955662954402,0.26614481409002,1.144,0.057675996607294,1.06716417910448,858,0.363867684478371,-0.467710371819961,0.533582089552239,0.067164179104478,29.2916370317536,858,0.241289089266643,0.660997000441653,1,0.067164179104478,0.695863746958637,1,0.153498871331828,0.533582089552239,0.153498871331828,0.153498871331828,1,0.306997742663657,1
Line 11,0.662466246624662,135.49083503055,722,749.007299270073,0.181333333333333,0.576749435665914,0.153498871331828,0.39178932008393,5.17082179132041E-05,0.490489130434783,136,-614,132.46,3.53999999999999,136.083129584352,0.068921756903968,0.128955662954402,0.128955662954402,0.26614481409002,1.144,0.057675996607294,1.06716417910448,858,0.363867684478371,-0.467710371819961,0.533582089552239,0.067164179104478,29.2916370317536,858,0.241289089266643,0.660997000441653,1,0.067164179104478,0.695863746958637,1,0.153498871331828,0.533582089552239,0.153498871331828,0.153498871331828,1,0.306997742663657,0
Line 12,0.662466246624662,135.49083503055,722,749.007299270073,0.181333333333333,0.576749435665914,0.153498871331828,0.39178932008393,5.17082179132041E-05,0.490489130434783,136,-614,132.46,3.53999999999999,136.083129584352,0.068921756903968,0.128955662954402,0.128955662954402,0.26614481409002,1.144,0.057675996607294,1.06716417910448,858,0.363867684478371,-0.467710371819961,0.533582089552239,0.067164179104478,29.2916370317536,858,0.241289089266643,0.660997000441653,1,0.067164179104478,0.695863746958637,1,0.153498871331828,0.533582089552239,0.153498871331828,0.153498871331828,1,0.306997742663657,0
Line 13,0.662466246624662,135.49083503055,722,749.007299270073,0.181333333333333,0.576749435665914,0.153498871331828,0.39178932008393,5.17082179132041E-05,0.490489130434783,136,-614,132.46,3.53999999999999,136.083129584352,0.068921756903968,0.128955662954402,0.128955662954402,0.26614481409002,1.144,0.057675996607294,1.06716417910448,858,0.363867684478371,-0.467710371819961,0.533582089552239,0.067164179104478,29.2916370317536,858,0.241289089266643,0.660997000441653,1,0.067164179104478,0.695863746958637,1,0.153498871331828,0.533582089552239,0.153498871331828,0.153498871331828,1,0.306997742663657,0
Line 14,0.811466372657111,135.767820773931,1130,341.007299270073,0.39766081871345,0.642259414225941,0.284518828451883,0.533403063781867,0.002039020855975,0.767663043478261,136,-206,132.868,3.132,136.165853658537,0.199941714024022,0.333252376656721,0.333252376656721,0.44299674267101,3.70175438596491,0.06974358974359,1.57462686567164,1266,0.649230769230769,-0.11400651465798,0.787313432835821,0.574626865671642,35.5808937493144,1266,0.359400075255918,0.763045467982536,1,0.574626865671642,0.881002087682672,1,0.284518828451883,0.787313432835821,0.284518828451883,0.284518828451883,1,0.569037656903766,0
Line 15,0,-0.276985743380855,-1,408,0,0,0,0,-999999,-0.277173913043478,0,-408,-408,408,0,-0.084577114427861,,-999999,0,1.95588235294118,0,1.32338308457711,1064,0.494423791821561,-1,0.661691542288557,0.323383084577114,32.6190128606002,1064,0.199101796407186,0.402373188405797,0,0.323383084577114,0.796407185628742,-1,0,0.661691542288557,0,0,0,0,0
Line 16,0.662466246624662,135.49083503055,722,749.007299270073,0.181333333333333,0.576749435665914,0.153498871331828,0.39178932008393,5.17082179132041E-05,0.490489130434783,136,-614,132.46,3.53999999999999,136.083129584352,0.068921756903968,0.128955662954402,0.128955662954402,0.26614481409002,1.144,0.057675996607294,1.06716417910448,858,0.363867684478371,-0.467710371819961,0.533582089552239,0.067164179104478,29.2916370317536,858,0.241289089266643,0.660997000441653,1,0.067164179104478,0.695863746958637,1,0.153498871331828,0.533582089552239,0.153498871331828,0.153498871331828,1,0.306997742663657,0
Line 17,0.662466246624662,135.49083503055,722,749.007299270073,0.181333333333333,0.576749435665914,0.153498871331828,0.39178932008393,5.17082179132041E-05,0.490489130434783,136,-614,132.46,3.53999999999999,136.083129584352,0.068921756903968,0.128955662954402,0.128955662954402,0.26614481409002,1.144,0.057675996607294,1.06716417910448,858,0.363867684478371,-0.467710371819961,0.533582089552239,0.067164179104478,29.2916370317536,858,0.241289089266643,0.660997000441653,1,0.067164179104478,0.695863746958637,1,0.153498871331828,0.533582089552239,0.153498871331828,0.153498871331828,1,0.306997742663657,0
Line 18,0.662466246624662,135.49083503055,722,749.007299270073,0.181333333333333,0.576749435665914,0.153498871331828,0.39178932008393,5.17082179132041E-05,0.490489130434783,136,-614,132.46,3.53999999999999,136.083129584352,0.068921756903968,0.128955662954402,0.128955662954402,0.26614481409002,1.144,0.057675996607294,1.06716417910448,858,0.363867684478371,-0.467710371819961,0.533582089552239,0.067164179104478,29.2916370317536,858,0.241289089266643,0.660997000441653,1,0.067164179104478,0.695863746958637,1,0.153498871331828,0.533582089552239,0.153498871331828,0.153498871331828,1,0.306997742663657,0
Line 19,0.662466246624662,135.49083503055,722,749.007299270073,0.181333333333333,0.576749435665914,0.153498871331828,0.39178932008393,5.17082179132041E-05,0.490489130434783,136,-614,132.46,3.53999999999999,136.083129584352,0.068921756903968,0.128955662954402,0.128955662954402,0.26614481409002,1.144,0.057675996607294,1.06716417910448,858,0.363867684478371,-0.467710371819961,0.533582089552239,0.067164179104478,29.2916370317536,858,0.241289089266643,0.660997000441653,1,0.067164179104478,0.695863746958637,1,0.153498871331828,0.533582089552239,0.153498871331828,0.153498871331828,1,0.306997742663657,0
Line 20,0.811466372657111,135.767820773931,1130,341.007299270073,0.39766081871345,0.642259414225941,0.284518828451883,0.533403063781867,0.002039020855975,0.767663043478261,136,-206,132.868,3.132,136.165853658537,0.199941714024022,0.333252376656721,0.333252376656721,0.44299674267101,3.70175438596491,0.06974358974359,1.57462686567164,1266,0.649230769230769,-0.11400651465798,0.787313432835821,0.574626865671642,35.5808937493144,1266,0.359400075255918,0.763045467982536,1,0.574626865671642,0.881002087682672,1,0.284518828451883,0.787313432835821,0.284518828451883,0.284518828451883,1,0.569037656903766,0
Line 21,0,-0.276985743380855,-1,408,0,0,0,0,-999999,-0.277173913043478,0,-408,-408,408,0,-0.084577114427861,,-999999,0,1.95588235294118,0,1.32338308457711,1064,0.494423791821561,-1,0.661691542288557,0.323383084577114,32.6190128606002,1064,0.199101796407186,0.402373188405797,0,0.323383084577114,0.796407185628742,-1,0,0.661691542288557,0,0,0,0,0
Line 22,0.662466246624662,135.49083503055,722,749.007299270073,0.181333333333333,0.576749435665914,0.153498871331828,0.39178932008393,5.17082179132041E-05,0.490489130434783,136,-614,132.46,3.53999999999999,136.083129584352,0.068921756903968,0.128955662954402,0.128955662954402,0.26614481409002,1.144,0.057675996607294,1.06716417910448,858,0.363867684478371,-0.467710371819961,0.533582089552239,0.067164179104478,29.2916370317536,858,0.241289089266643,0.660997000441653,1,0.067164179104478,0.695863746958637,1,0.153498871331828,0.533582089552239,0.153498871331828,0.153498871331828,1,0.306997742663657,0
Line 23,0.759154203197525,135.682959945689,1005,466.007299270073,0.291220556745182,0.612769485903814,0.225538971807629,0.474909435374397,0.001146302747504,0.682744565217391,136,-331,132.743,3.257,136.127102803738,0.140961857379768,0.247093023255814,0.247093023255814,0.368064952638701,2.44325481798715,0.065542168674699,1.41915422885572,1141,0.549879518072289,-0.263870094722598,0.709577114427861,0.419154228855721,33.7786915081091,1141,0.315635856513423,0.727070884256255,1,0.419154228855721,0.830120043652237,1,0.225538971807629,0.709577114427861,0.225538971807629,0.225538971807629,1,0.451077943615257,0
Line 24,0.759154203197525,135.682959945689,1005,466.007299270073,0.291220556745182,0.612769485903814,0.225538971807629,0.474909435374397,0.001146302747504,0.682744565217391,136,-331,132.743,3.257,136.127102803738,0.140961857379768,0.247093023255814,0.247093023255814,0.368064952638701,2.44325481798715,0.065542168674699,1.41915422885572,1141,0.549879518072289,-0.263870094722598,0.709577114427861,0.419154228855721,33.7786915081091,1141,0.315635856513423,0.727070884256255,1,0.419154228855721,0.830120043652237,1,0.225538971807629,0.709577114427861,0.225538971807629,0.225538971807629,1,0.451077943615257,0
