Techniques,Tarantula,OToThePowerP,BigO,OToThePowerD,Kulczynski1,Kulczynski2,Jaccard,Ochiai,Ample,Ample2,Wong1,Wong2,Wong3,Wong3Dash,GP13,CbiInc,CbiLog,CbiSqrt,SorensenDice,M1,M2,M3,Lee,RogersAndTanimoto,Goodman,SimpleMatching,Hamann,Euclid,Hamming,Rogot1,Rogot2,Binary,Gower1,Gower2,Gower3,AddedValue,Manhattan,Braun,Levandowsky,Simpson,Dice,MutantAt63
Line 1,0.505168849069607,141.021131561009,30,1435.00699300699,0.098885793871866,0.544993662864385,0.089987325728771,0.299978875470875,0.03263695450325,0.020463847203274,142,-1294,137.774,4.226,142.047113470471,0.001678868017328,0.003352108287262,0.003352108287262,0.165116279069767,0.119777158774373,0.04664914586071,0.213930348258706,172,0.056504599211564,-0.669767441860465,0.106965174129353,-0.786069651741293,13.114877048604,172,0.0550204008323,0.527612793233011,1,-0.786069651741293,0.193258426966292,1,0.089987325728771,0.106965174129353,0.089987325728771,0.089987325728771,1,0.179974651457541,0
Line 2,0.505168849069607,141.021131561009,30,1435.00699300699,0.098885793871866,0.544993662864385,0.089987325728771,0.299978875470875,0.03263695450325,0.020463847203274,142,-1294,137.774,4.226,142.047113470471,0.001678868017328,0.003352108287262,0.003352108287262,0.165116279069767,0.119777158774373,0.04664914586071,0.213930348258706,172,0.056504599211564,-0.669767441860465,0.106965174129353,-0.786069651741293,13.114877048604,172,0.0550204008323,0.527612793233011,1,-0.786069651741293,0.193258426966292,1,0.089987325728771,0.106965174129353,0.089987325728771,0.089987325728771,1,0.179974651457541,0
Line 3,0.505168849069607,141.021131561009,30,1435.00699300699,0.098885793871866,0.544993662864385,0.089987325728771,0.299978875470875,0.03263695450325,0.020463847203274,142,-1294,137.774,4.226,142.047113470471,0.001678868017328,0.003352108287262,0.003352108287262,0.165116279069767,0.119777158774373,0.04664914586071,0.213930348258706,172,0.056504599211564,-0.669767441860465,0.106965174129353,-0.786069651741293,13.114877048604,172,0.0550204008323,0.527612793233011,1,-0.786069651741293,0.193258426966292,1,0.089987325728771,0.106965174129353,0.089987325728771,0.089987325728771,1,0.179974651457541,0
Line 4,0.505168849069607,141.021131561009,30,1435.00699300699,0.098885793871866,0.544993662864385,0.089987325728771,0.299978875470875,0.03263695450325,0.020463847203274,142,-1294,137.774,4.226,142.047113470471,0.001678868017328,0.003352108287262,0.003352108287262,0.165116279069767,0.119777158774373,0.04664914586071,0.213930348258706,172,0.056504599211564,-0.669767441860465,0.106965174129353,-0.786069651741293,13.114877048604,172,0.0550204008323,0.527612793233011,1,-0.786069651741293,0.193258426966292,1,0.089987325728771,0.106965174129353,0.089987325728771,0.089987325728771,1,0.179974651457541,0
Line 5,0.505168849069607,141.021131561009,30,1435.00699300699,0.098885793871866,0.544993662864385,0.089987325728771,0.299978875470875,0.03263695450325,0.020463847203274,142,-1294,137.774,4.226,142.047113470471,0.001678868017328,0.003352108287262,0.003352108287262,0.165116279069767,0.119777158774373,0.04664914586071,0.213930348258706,172,0.056504599211564,-0.669767441860465,0.106965174129353,-0.786069651741293,13.114877048604,172,0.0550204008323,0.527612793233011,1,-0.786069651741293,0.193258426966292,1,0.089987325728771,0.106965174129353,0.089987325728771,0.089987325728771,1,0.179974651457541,0
Line 6,0.505168849069607,141.021131561009,30,1435.00699300699,0.098885793871866,0.544993662864385,0.089987325728771,0.299978875470875,0.03263695450325,0.020463847203274,142,-1294,137.774,4.226,142.047113470471,0.001678868017328,0.003352108287262,0.003352108287262,0.165116279069767,0.119777158774373,0.04664914586071,0.213930348258706,172,0.056504599211564,-0.669767441860465,0.106965174129353,-0.786069651741293,13.114877048604,172,0.0550204008323,0.527612793233011,1,-0.786069651741293,0.193258426966292,1,0.089987325728771,0.106965174129353,0.089987325728771,0.089987325728771,1,0.179974651457541,0
Line 7,0.662189833774994,89.6768916155419,-1,473.370629370629,0.171102661596958,0.396688642493257,0.146103896103896,0.318023186855745,0.001101640125221,0.310474031089676,90,-384,86.736,3.264,90.0867052023121,0.071266010373664,0.13215908987408,0.130821295056575,0.254957507082153,2.05703422053232,0.042174320524836,1.34577114427861,1082,0.507029053420806,-0.490084985835694,0.672885572139303,0.345771144278607,32.8937684067971,1082,0.277396795795541,0.605060017514002,0,0.345771144278607,0.804460966542751,0.567305666736886,0.159574468085106,0.672885572139303,0.159574468085106,0.146103896103896,0.633802816901409,0.292207792207792,0
Line 8,0.662189833774994,89.6768916155419,-1,473.370629370629,0.171102661596958,0.396688642493257,0.146103896103896,0.318023186855745,0.001101640125221,0.310474031089676,90,-384,86.736,3.264,90.0867052023121,0.071266010373664,0.13215908987408,0.130821295056575,0.254957507082153,2.05703422053232,0.042174320524836,1.34577114427861,1082,0.507029053420806,-0.490084985835694,0.672885572139303,0.345771144278607,32.8937684067971,1082,0.277396795795541,0.605060017514002,0,0.345771144278607,0.804460966542751,0.567305666736886,0.159574468085106,0.672885572139303,0.159574468085106,0.146103896103896,0.633802816901409,0.292207792207792,0
Line 9,0.663348416289593,141.492842535787,722,743.006993006993,0.190860215053763,0.580135440180587,0.160270880361174,0.400338457259821,4.09555297411609E-05,0.492496589358799,142,-602,138.466,3.53399999999999,142.087116564417,0.071962422649731,0.134262957598552,0.134262957598552,0.276264591439689,1.16129032258065,0.060374149659864,1.07462686567164,864,0.36734693877551,-0.447470817120623,0.537313432835821,0.074626865671642,29.3938769133981,864,0.245126299412762,0.663191867429993,1,0.074626865671642,0.699029126213592,1,0.160270880361174,0.537313432835821,0.160270880361174,0.160270880361174,1,0.320541760722348,0
Line 10,0.663348416289593,141.492842535787,722,743.006993006993,0.190860215053763,0.580135440180587,0.160270880361174,0.400338457259821,4.09555297411609E-05,0.492496589358799,142,-602,138.466,3.53399999999999,142.087116564417,0.071962422649731,0.134262957598552,0.134262957598552,0.276264591439689,1.16129032258065,0.060374149659864,1.07462686567164,864,0.36734693877551,-0.447470817120623,0.537313432835821,0.074626865671642,29.3938769133981,864,0.245126299412762,0.663191867429993,1,0.074626865671642,0.699029126213592,1,0.160270880361174,0.537313432835821,0.160270880361174,0.160270880361174,1,0.320541760722348,1
Line 11,0.663348416289593,141.492842535787,722,743.006993006993,0.190860215053763,0.580135440180587,0.160270880361174,0.400338457259821,4.09555297411609E-05,0.492496589358799,142,-602,138.466,3.53399999999999,142.087116564417,0.071962422649731,0.134262957598552,0.134262957598552,0.276264591439689,1.16129032258065,0.060374149659864,1.07462686567164,864,0.36734693877551,-0.447470817120623,0.537313432835821,0.074626865671642,29.3938769133981,864,0.245126299412762,0.663191867429993,1,0.074626865671642,0.699029126213592,1,0.160270880361174,0.537313432835821,0.160270880361174,0.160270880361174,1,0.320541760722348,0
Line 12,0.663348416289593,141.492842535787,722,743.006993006993,0.190860215053763,0.580135440180587,0.160270880361174,0.400338457259821,4.09555297411609E-05,0.492496589358799,142,-602,138.466,3.53399999999999,142.087116564417,0.071962422649731,0.134262957598552,0.134262957598552,0.276264591439689,1.16129032258065,0.060374149659864,1.07462686567164,864,0.36734693877551,-0.447470817120623,0.537313432835821,0.074626865671642,29.3938769133981,864,0.245126299412762,0.663191867429993,1,0.074626865671642,0.699029126213592,1,0.160270880361174,0.537313432835821,0.160270880361174,0.160270880361174,1,0.320541760722348,0
Line 13,0.663348416289593,141.492842535787,722,743.006993006993,0.190860215053763,0.580135440180587,0.160270880361174,0.400338457259821,4.09555297411609E-05,0.492496589358799,142,-602,138.466,3.53399999999999,142.087116564417,0.071962422649731,0.134262957598552,0.134262957598552,0.276264591439689,1.16129032258065,0.060374149659864,1.07462686567164,864,0.36734693877551,-0.447470817120623,0.537313432835821,0.074626865671642,29.3938769133981,864,0.245126299412762,0.663191867429993,1,0.074626865671642,0.699029126213592,1,0.160270880361174,0.537313432835821,0.160270880361174,0.160270880361174,1,0.320541760722348,0
Line 14,0.81354051054384,141.770961145194,1130,335.006993006993,0.422619047619048,0.648535564853556,0.297071129707113,0.545042319189174,0.002091234723978,0.770804911323329,142,-194,138.874,3.126,142.174447174447,0.20876267199567,0.345415484498711,0.345415484498711,0.458064516129032,3.78571428571429,0.073045267489712,1.58208955223881,1272,0.654320987654321,-0.083870967741936,0.791044776119403,0.582089552238806,35.665109000254,1272,0.366178091818117,0.76696901025761,1,0.582089552238806,0.883333333333333,1,0.297071129707113,0.791044776119403,0.297071129707113,0.297071129707113,1,0.594142259414226,0
Line 15,0,-0.278118609406953,-1,408,0,0,0,0,-999999,-0.278308321964529,0,-408,-408,408,0,-0.088308457711443,,-999999,0,1.92363636363636,0,1.31592039800995,1058,0.490268767377201,-1,0.657960199004975,0.31592039800995,32.5269119345812,1058,0.198424606151538,0.400839586175534,0,0.31592039800995,0.793698424606152,-1,0,0.657960199004975,0,0,0,0,0
Line 16,0.663348416289593,141.492842535787,722,743.006993006993,0.190860215053763,0.580135440180587,0.160270880361174,0.400338457259821,4.09555297411609E-05,0.492496589358799,142,-602,138.466,3.53399999999999,142.087116564417,0.071962422649731,0.134262957598552,0.134262957598552,0.276264591439689,1.16129032258065,0.060374149659864,1.07462686567164,864,0.36734693877551,-0.447470817120623,0.537313432835821,0.074626865671642,29.3938769133981,864,0.245126299412762,0.663191867429993,1,0.074626865671642,0.699029126213592,1,0.160270880361174,0.537313432835821,0.160270880361174,0.160270880361174,1,0.320541760722348,0
Line 17,0.663348416289593,141.492842535787,722,743.006993006993,0.190860215053763,0.580135440180587,0.160270880361174,0.400338457259821,4.09555297411609E-05,0.492496589358799,142,-602,138.466,3.53399999999999,142.087116564417,0.071962422649731,0.134262957598552,0.134262957598552,0.276264591439689,1.16129032258065,0.060374149659864,1.07462686567164,864,0.36734693877551,-0.447470817120623,0.537313432835821,0.074626865671642,29.3938769133981,864,0.245126299412762,0.663191867429993,1,0.074626865671642,0.699029126213592,1,0.160270880361174,0.537313432835821,0.160270880361174,0.160270880361174,1,0.320541760722348,0
